No. Empleado ,Insight,Energizar y comprometer,Lograr resultados a través de otros,Coaching y desarrollo,Influir con integridad,Coraje
10645106,3.8,4.8,3.8,4.8,3.8,4.3
11047175,3.6,3.6,3.6,2.6,3.6,3.6
10791067,3.4,4.4,4.5,4.4,4.4,4.6
10209047,3.6,3.6,3.6,3.6,3.6,4.6
1202073,4.5,4.6,4.6,3.6,4.6,4.1
10572117,4.6,4.6,4.6,4.6,4.6,4.6
10400089,3.3,4.7,3.6,1.6,3.6,3.6
10101603,4.6,4.8,4.6,4.6,4.8,4.7
10287262,4.6,4.6,4.6,4.6,4.6,4.6
10712175,4.1,4.6,3.6,4.6,4.6,4.8
10569792,4.7,4.8,4.8,4.8,4.8,4.8
11045320,3.8,4.8,4.3,3.8,3.8,4.1
10781525,4.6,4.6,4.6,4.6,4.6,4.8
10230050,4.3,4.8,4.8,4.8,4.8,4.8
10363718,3.6,3.8,3.7,3.8,3.8,3.8
10587574,4.8,4.7,4.7,3.8,4.8,4.8
10050162,4.8,4.8,4.8,4.8,4.8,4.8
10815440,4.7,4.8,4.8,3.8,4.8,4.8
11018726,4.6,4.7,4.4,4.6,4.8,4.8
10901551,4.4,4,3.9,4.6,4.4,4.5
11020971,3.6,4.7,4.8,3.8,4.8,3.8
10961003,4.8,4.8,4.3,4.8,4.8,4.3
10236579,4,4.4,3.9,3.4,3.4,4.6
10720040,4.6,4.6,4.7,4.6,4.6,4.6
10803462,3.6,4.6,3.6,4.6,2.6,3.6
10998646,3.4,3.6,2.4,3.6,4.6,3.6
10499999,3.9,4.4,4.4,4.4,4.4,4.5
10196995,4.6,4.7,4.7,4.6,4.6,3.8
1202380,4.3,4.3,4.8,3.8,3.8,3.8
10185328,4.7,4.6,4.3,3.6,4.6,4.3
1204039,4.8,4.6,4.6,4.6,4.8,4.6
10800321,4.6,4.6,3.6,4.8,3.6,4.3
10449737,4.8,4.3,4.8,4.8,4.8,4.8
1204049,3.8,3.3,3.3,2.8,3.8,3.3
32167020,3.8,3.8,3.8,3.8,3.8,3.8
10507904,4.8,4.8,4.8,4.8,4.8,4.8
1290202,4.8,4.8,4.8,4.8,4.8,4.8
10355463,3.6,3.7,3.6,3.6,3.6,3.6
10262360,4.8,4.1,4.6,4.6,4.6,4.1
10589138,4.6,4.6,4.4,4.6,4.6,3.6
10015204,3.4,4.6,4.4,4.4,4.4,4.5
10979219,4,4.6,4.4,4.4,4.6,4.4
10415959,4.6,4.6,4.5,4.6,4.6,4.6
10618216,4.1,4.5,3.9,3.6,3.4,4.1
10883216,3.6,4.6,3.5,3.6,3.6,3.6
1202385,4.8,4.5,4.8,4.6,4.8,4.7
81534,3.6,4.6,4.1,4.6,4.6,4.6
10850966,4.6,4.6,4.6,4.6,4.8,4.7
10128725,4.1,4.1,4.6,4.6,3.6,4.6
10014511,4.6,4.6,4.6,4.6,4.6,4.6
10263846,4.1,4.8,4.8,3.6,4.8,3.8
10486369,4.6,4.6,4.6,4.6,4.6,3.6
1201568,3.4,4.4,4.4,4.4,4.6,4.1
10596526,4.1,4.6,4.6,4.6,4.6,3.6
11049580,4.6,4.6,4.6,4.6,4.6,4.6
10119825,3.4,4.1,4.4,3.4,2.6,3.6
10026394,4.4,4.4,3.9,4.4,4.4,4.5
10917778,4.5,4.4,4.6,4.4,4.6,4.6
1204181,4.6,4.6,4.6,3.6,4.6,4.6
10125098,4.3,4.8,3.8,4.8,3.8,4.3
10263846,4.8,4.8,4.3,4.8,3.8,4.3
10666872,4.8,4.8,4.8,4.8,4.8,4.8
10072223,4.3,4.8,4.3,3.8,4.8,4.8
10788445,4.8,4.8,4.8,4.8,4.8,4.8
1204880,3.3,3.8,3.8,3.8,3.8,4.8
10823009,4.8,4.8,4.8,4.8,4.8,4.8
10304610,4.7,3.8,3.8,3.6,4.8,4.6
10047140,3.6,4.6,4.6,3.6,4.8,4.7
1204510,4.7,4.5,4.8,4.4,4.6,4.8
1210449,4.6,4.2,4.4,4.2,4.4,4.4
10043562,4.8,4.8,4.8,4.8,4.8,4.8
10816172,4.2,4.8,4.8,3.6,4.6,3.7
1201939,4.7,4.6,4.6,4.8,4.8,4.2
97953,3.6,4.1,2.9,3.6,3.6,2.9
10408803,4.8,3.8,3.8,4.6,4.6,3.6
10823224,4,4.6,3.6,2.6,4.6,4.6
1204070,4.6,4.2,4.6,4.6,4.6,4.1
10482818,4.5,4.5,4.4,4.4,4.6,4.6
10078046,3.6,3.7,4.6,3.6,3.6,3.8
10835226,4.6,4.6,4.6,4.6,4.6,4.6
10082346,3.7,3.9,3.7,4.2,3.4,4.2
10098648,3.4,4.4,4.4,4.4,4.4,4.4
10615482,4.7,4.7,4.4,4.6,4.8,4.6
1204223,4.1,4.8,4.8,4.8,4.6,4.8
10619061,3.6,4.6,3.9,3.6,3.6,4.6
11058992,4.1,4.8,4.1,4.6,4.6,4.8
11043645,4.8,4.8,3.6,4.6,3.8,4.6
10850038,4.1,4.7,4.6,4.4,4.6,4.7
10947405,3.4,3.4,3.4,3.2,3.4,3.3
10774644,4.5,4.6,4,3.6,4.6,4.6
10947407,3.1,2.8,2.6,2.6,2.6,2.6
1204413,4.8,4.8,4.8,4.8,4.8,4.8
10960559,4.7,4.6,4.6,4.6,4.8,4.7
1200591,4.1,4.6,3.6,3.6,3.6,4.6
10673451,3.5,4.6,3.6,4.6,2.6,3.6
10953373,4,3.6,3.5,4.4,3.6,4.6
10856706,3.9,4.5,4.4,4.4,4.6,4.6
1204070,4.5,4.6,4.6,4.4,4.6,4.6
11052174,3.4,4.4,4.4,4.6,4.6,4.6
11060205,4.3,4.8,4.8,4.8,4.8,4.8
10830525,4.3,4.8,4.8,4.8,4.8,4.8
10425417,4.8,4.6,4.8,4.6,4.8,4.8
10398038,4.8,4.8,4.8,4.8,4.8,4.8
1202925,3.8,4.8,4.8,4.8,4.8,4.8
10602413,4.3,4.8,4.8,4.8,4.8,4.8
10492639,4.8,4.3,4.8,3.8,4.8,4.8
11030057,4.8,4.8,4.8,4.8,4.8,4.8
11029289,3.8,4.8,3.8,3.8,3.8,4.8
11011971,4.3,4.8,4.8,4.8,4.8,4.8
10855664,2.8,4.3,3.3,3.8,3.8,4.3
185939,4.7,4.8,4.8,4.8,4.8,4.8
10835491,3.8,4.3,3.7,3.8,4.8,4.8
10462203,4.8,4.8,4.8,3.8,4.8,4.8
10498414,3.3,4.8,3.8,4.8,3.6,4.8
10167407,3.6,4.3,3.7,3.8,3.4,3.8
10102471,3.6,4,3.6,3.8,4.6,4.5
10076206,4.3,4.6,4.6,4.6,4.8,4.8
10921710,3.7,4.8,3.6,3.8,3.8,2.8
1201315,4.7,4.8,4.8,4.8,4.8,4.8
10414456,3.8,3.6,3.7,3.8,3.8,3.8
10414456,3.6,3.6,4.1,3.6,4.6,3.7
10743649,4.2,4.6,4.6,4.6,4.6,4.6
1203970,4.8,4.7,4.8,4.6,4.8,4.8
10337962,3.8,4.6,4.8,3.8,3.6,4.3
10441667,4.6,4.6,4.5,4.4,4.6,4.7
1204057,4.7,4.6,4.6,4.8,4.6,4.8
10906532,4.6,4.6,4.1,4.6,4.6,4.7
1204154,4.6,4.8,4.6,4.6,4.6,4.6
10257603,4.6,4.7,4.6,4.6,4.6,4.7
1204026,3.8,4.6,3.6,3.6,4.8,4.3
10600024,4.6,4.8,3.7,4.8,4.8,4.8
10201577,4.3,4.3,4.7,4.8,4.8,3.8
10869908,4.1,4.8,4.8,3.8,4.6,4.8
10406887,4.7,4.8,4.8,4.6,4.6,4.8
10600019,4.5,4.6,4.5,4.6,3.4,4.6
10995976,3.6,4.8,3.6,4.8,3.8,3.8
10889146,4.6,3.8,3.6,3.8,3.8,4.3
10364162,3.8,4.8,3.8,3.8,3.8,3.8
1204095,3.6,4.2,4.1,3.6,4.6,3.6
10679116,4.3,4.2,3.8,3.8,3.8,3.8
10898692,3.2,3.8,3.1,3.4,3.8,3.1
10580621,4.1,4.7,3.9,4.6,4.6,4.7
10754674,4.6,4.2,4.1,4.6,4.6,4.7
11030122,4.6,4.6,4.7,4.8,3.8,3.8
1204259,3.6,3.6,3.1,3.4,3.6,3.6
10607766,3.5,4.4,3.9,3.4,4.4,4.4
10837761,3.6,4.8,4.6,3.8,3.6,4.1
10205514,4.5,4.8,4.6,3.4,4.6,4.6
10502564,4.7,4.8,4.6,3.8,4.8,4.6
1290267,3.4,4.4,3.4,3.4,4.4,3.9
10277306,3.6,4.6,3.4,3.6,3.6,3.6
1201124,3.3,3.9,3.4,3.4,3.4,3.4
10956583,4.8,4.8,4.3,4.8,4.8,4.8
10350068,3.7,3.8,2.7,3.8,4.8,4.1
11011971,4.4,4.4,4.4,4.4,4.4,4.4
1210113,4.6,4.6,4.6,4.6,3.6,4.6
1201458,4.8,4.7,4.7,4.6,4.6,4.7
1204115,3.6,3.7,4.3,3.6,4.8,4.7
1206334,4.6,4.8,4.1,4.8,4.8,4.7
10374455,4.8,4.8,4.8,4.8,4.8,4.8
10292082,4.6,4.3,4.6,4.6,4.8,4.8
10499512,4.1,3.9,4.6,4.4,3.6,4.6
10106333,4.6,4.8,4.7,4.8,4.8,4.8
10543460,4.1,4.7,4.6,4.6,4.6,4.6
11027197,4.6,4.8,3.6,3.8,4.8,4.8
1205436,4.6,4.6,4.6,4.6,4.6,4.6
1206218,3.7,3.8,3.8,4.8,4.8,3.8
10502145,4.8,4.6,4.7,4.8,4.8,4.8
1204601,4.6,4.6,4.6,4.8,4.8,4.8
10720040,4.6,4.8,4.8,4.6,4.6,4.8
10205515,4.6,4.6,4.6,4.8,4.8,4.8
1200758,4.1,4.6,4.6,4.8,4.6,4.8
10205570,4.8,4.1,4.1,4.8,3.6,4.8
11041668,3.8,4.2,3.6,3.6,3.8,3.8
10956583,3.6,3.8,3.6,3.6,3.8,3.6
1723,4.7,4.7,4.6,4.6,4.8,4.8
1210138,4.1,4.7,4.6,4.8,4.6,3.8
10720513,4.7,4.7,4.4,4.6,4.8,4.6
1204151,4.1,4.6,4.6,3.6,3.8,3.8
10155952,4.6,4.8,4.6,3.6,4.8,4.2
1204490,3.6,3.6,3.6,3.6,4.6,3.6
10765302,4.4,4.6,4.6,4.6,4.8,4.8
10465276,3.7,3.6,3.6,3.6,3.8,3.8
10543458,4.6,4.3,4.6,3.8,4.6,4.1
10645712,4.7,4.6,3.6,4.6,4.6,3.8
10366369,3.4,3.6,3,2.4,3.4,3.6
10806837,2.9,3.6,3,3.4,3.4,3.5
10360752,4.4,4.6,4.4,4.4,4.4,3.9
10901042,3,2.5,2.9,1.4,2.4,3
10956583,3.5,3.6,3.9,3.4,3.6,3.6
10998695,4.6,4.1,3.9,3.4,3.6,3.6
10475408,4.3,4.6,4.5,4.6,3.2,4.6
1204132,3.6,4.1,3.6,3.6,3.6,3.8
10341591,4.8,4.8,4.8,4.8,4.8,4.8
10172176,4.3,4.8,3.8,2.8,3.8,4.3
10255468,4.6,4.8,4.8,4.8,4.8,4.8
10132462,4.8,4.8,4.8,3.8,4.8,4.8
10602131,4.3,4.3,3.8,4.8,4.8,4.3
1204084,4.6,4.6,4.6,4.6,4.6,4.6
1202413,4.6,4.6,4.5,4.6,4.6,4.6
10937977,4.7,4.8,4.8,4.8,4.8,4.8
1202376,4.6,4.7,4.2,4.8,3.6,4.8
10135664,4.1,4.6,4.6,4.6,4.6,4.6
10733001,4.1,4.6,4.6,4.6,4.6,4.6
1201579,4.8,4.7,4.8,4.8,4.8,4.8
10343983,3.6,3.8,3.6,3.6,3.4,3.6
10465966,3.8,3.8,3.7,4.8,4.8,3.8
10428928,3.8,3.8,3.3,3.8,3.8,2.8
1201288,4,4.7,4.6,3.6,4.4,4.4
10027684,4.6,4.7,4.1,4.6,4.8,4.6
10092418,4.6,4.6,4.6,4.6,4.6,4.6
10131083,4.6,4.6,4.6,4.6,4.6,4.6
10061740,3.7,4.8,4.6,4.6,4.8,4.6
1204523,3.6,3.6,3.6,3.6,4.6,4.6
10969714,3.8,4.1,3.7,2.6,3.8,3.6
10048750,3.9,4.4,4.4,4.4,4.4,3.4
10452518,4.1,3.4,3.5,4.4,3.8,4.1
10159947,4.1,3.4,4,4.6,4.6,4.6
10593503,4.6,4.7,4.8,4.8,4.8,4.8
10500112,4.6,4.1,4.4,4.6,4.4,4.6
10734181,4.5,4.4,4.5,3.6,4.8,4.4
1204077,3.6,4.6,4.6,4.6,4.6,4.6
11028226,4.6,3.6,3.6,4.6,3.6,4.1
10243042,3.6,4.6,4.6,3.6,3.6,3.6
1204225,4.6,4.6,3.6,4.6,4.6,4.6
10515927,3.6,4.6,4.6,4.6,4.6,4.6
10275359,3.6,3.6,4.6,4.6,4.6,4.6
1205845,4.4,4.6,4.5,4.4,4.6,4.6
10130990,3.6,4.1,3.6,3.6,3.8,3.8
10196621,4.8,4.1,4.5,3.6,4.6,4.6
10761537,3.8,4.3,3.6,4.8,4.8,3.7
1204455,4.6,4.7,4.6,4.6,4.8,4.7
10289452,4.5,4.3,4.2,4.6,4.6,4.8
1201667,4.3,4.3,3.8,4.8,3.8,4.3
10515910,4.3,4.8,4.8,4.8,4.8,4.8
11012479,3.5,3.5,3,4,4,3
10576760,4,4,4,4,4,4
10708680,3,4,3.5,4,3,3
10924216,3,3,3,3,4,3
11051275,3.5,4,4,4,4,4
10403973,3.5,3,3,3,4,3.5
10117810,4,4,4,4,4,4
10354350,3,4,3,3,3,3
10806933,4,4,4,4,4,3
10057548,4,4,4,4,4,4
1204082,3.5,4,3,3,4,4
10445041,4,4,4,3,4,4
10449226,3,3,2.5,3,3,3.5
10462203,4,4,4,3,3,4
1204131,4,4,4,4,4,4
1203797,4,4,4,4,4,4
10379512,4,4,4,4,4,4
1202426,3.5,3,3,3,4,4
10406887,3,4,4,3,4,3.5
10423221,3.5,4,3,4,3,3.5
1202375,4,4,4,4,4,4
10847721,4,4,4,4,4,4
1204068,3,4,3.5,3,4,3.5
10082672,4,4,4,4,4,4
10117901,4,4,3,3,3,3.5
10979225,3.5,4,2,4,3,4
10029640,4,4,4,3,4,4
11030207,4,4,4,4,4,4
11069473,4,4,4,4,4,4
10387526,3,4,3.5,4,3,4
10275897,3.5,4,4,4,4,4
1204338,4,4,4,4,4,4
10979225,4,4,2,4,4,4
11071080,3,4,3,3,3,3
10555705,3,3.5,2,3,2,3
10826365,2,3,3,3,3,2.5
10768943,4,4,3,3,4,3
10776372,3,3.5,4,4,3,3
10753593,4,4,4,4,4,4
10788078,3,4,3,3,4,4
10930592,3,3,3,3,3,3
10082672,4,4,4,4,4,4
10230058,3.5,4,2.5,3,3,4
563065,3.5,4,4,3,4,4
1204053,3.5,4,4,4,4,4
10779230,4,4,3.5,3,4,3
10924868,4,4,3.5,4,4,3.5
11020300,3,4,4,4,4,4
1205423,3,4,3,4,4,3
10708457,4,4,4,4,4,4
10652068,3,4,3,4,4,4
10887879,3,4,3.5,3,4,3
1205416,3.5,3.5,3,2,3,3.5
10849319,4,4,4,4,4,4
10385659,3,4,4,4,4,4
10823247,4,4,4,4,4,3.5
1201041,3,3.5,3,2,4,3
10082572,3,3.5,3.5,3,3,3
10291302,4,4,4,3,3,3
10979226,3.5,4,4,3,4,3
1204114,4,3.5,3.5,3,4,4
10835211,3,3.5,4,3,4,3
10139783,4,4,4,4,4,4
1204134,4,4,3.5,3,3,4
1204509,4,4,4,4,4,4
10985815,3.5,4,4,4,3,4
1200963,3.5,4,4,4,3,4
10948009,3,4,3,4,3,4
10051512,3,3,3,3,3,3
10152248,3,4,3,3,3,3
10823248,4,4,4,4,4,4
10797757,3,4,3.5,3,3,3
10773490,4,4,4,4,4,4
10046999,3.5,3.5,3,3,3,4
1202566,3.5,4,4,4,4,4
1202597,4,4,3.5,4,3,3
10420123,3,4,3,3,4,3.5
10948008,4,4,3.5,3,4,4
1206204,4,4,4,4,4,4
10866434,4,4,4,4,4,4
10278637,4,3.5,3,3,4,3
10708480,3.5,4,4,4,4,4
10654780,3.5,4,4,4,4,4
10050899,3.5,4,4,3,4,3
10933851,3,4,3,4,4,4
10302251,2.5,3,3,3,3,3
10812854,4,4,4,4,4,4
10783065,3,4,3,3,4,3
10982372,4,4,4,4,4,4
10221716,4,4,3.5,3,3,4
1203798,4,4,4,4,4,4
11042680,2.5,3,2.5,3,3,2
1203798,4,4,4,4,4,4
1203961,4,4,4,4,4,4
1206099,3.5,4,4,4,4,3
10948008,3.5,4,3.5,3,4,4
11032794,3,4,3.5,4,3,3.5
10764375,3.5,4,4,4,4,4
10238028,3,3,3,3,3,3
1202389,4,4,4,4,4,4
10101472,4,4,4,4,4,4
1202633,4,4,4,4,4,4
10184900,4,4,4,4,4,4
10504058,4,4,4,4,4,4
10682947,3,4,3,4,3,2.5
10438151,3,4,4,4,4,4
1204438,4,4,4,4,4,4
10121030,3,4,4,4,4,3
10654780,3,4,4,4,3,4
11053005,3,3,3,3,3,3
10029640,4,4,4,4,4,4
1206091,4,4,4,4,4,4
10933826,3.5,4,4,4,4,3.5
10749550,4,4,3.5,3,4,4
1210122,3.5,4,4,4,4,4
10933854,4,3,3,3,3,3
10937977,4,4,4,4,4,4
10694033,3,3.5,3,3,4,3
11014969,3,3.5,3,3,4,3
10933851,4,4,4,4,4,4
