Numero de Empleado ,Conocimiento del entorno empresarial,Practica lo que se predica,Enfoque a resultados,Conocimiento de si mismo,Cooperación proactiva,Iniciativa
10739824,4.8,4.8,3.8,3.8,3.6,3.8
10608483,4.3,4.8,3.8,3.8,3.8,3.3
10793949,4.6,4.8,4.8,4.8,3.8,4.8
10747451,4.8,4.8,3.6,3.7,3.8,3.3
1202933,4.8,4.8,4.8,4.8,4.8,4.8
10720360,4.8,4.8,4.8,4.8,4.8,4.7
1204630,4.8,4.8,3.6,4.1,3.6,3.6
10928315,4.7,4.8,4.6,4.7,4.6,3.6
10844851,3.6,3.8,2.6,3.3,2.8,2.6
10889163,3.8,4.8,3.8,3.8,2.8,3.8
10565588,3.8,4.8,3.8,3.8,3.8,3.8
10788430,3.1,4.3,3.6,3.8,2.6,3.6
10747509,3.1,4.3,2.6,2.6,3.8,2.6
10853359,3.4,3.8,3.6,3.7,2.6,3.8
10710187,3.2,3.8,3.8,2.8,3.3,3.3
10243213,3.7,4.8,3.8,3.6,3.6,3.7
10920643,3.8,3.8,3.6,3.2,3.7,3.8
10928261,3.3,3.8,3.8,2.8,3.8,3.8
10803809,2.7,3.8,3.6,3.2,3,3.7
10602258,4.7,4.8,4.8,4.7,4.8,4.8
10761865,3.8,4.3,4.8,3.8,4.3,4.3
10801261,3.8,4.8,3.8,4.8,4.8,3.8
10985825,4.6,4.8,4.8,4.8,4.8,4.8
10906537,4.8,4.8,4.8,4.6,4.8,4.8
10768941,3.6,4.8,3.6,3.8,3.6,3.7
10765267,3.8,4.8,3.6,3.7,4.8,3.7
10975037,3.8,4.8,3.8,3.3,3.7,2.6
10784779,2.8,3.8,3.8,3.8,3.2,2.8
10678994,4.5,4.7,3.8,4.3,4.6,4.2
10813193,3.7,4.8,3.6,3.6,3.8,3.7
10763817,4.8,4.8,4.6,4.3,4.8,4.1
10560861,4.8,4.3,4.8,3.6,3.6,3.8
10666916,2.8,2.8,2.6,2.8,2.7,2.7
10813201,2.8,2.8,2.8,2.6,3.7,3.3
10816831,2.3,2.8,2.8,2.8,2.8,2.8
10506846,2.8,2.8,2.8,3.3,4.2,3.7
1203804,1.8,2.8,2.8,2.8,3.1,2.8
10880058,4.8,4.8,3.8,3.8,4.8,3.8
10389980,3.6,4.8,3.8,3.8,3.8,3.8
10809299,3.6,4.8,4.6,3.7,4.8,3.5
10883834,3.6,3.8,3.8,3.6,3.8,3.1
10776646,3.7,4.8,4.8,4.3,4.2,4.7
10880071,3.3,4.8,3.8,3.8,2.8,3.8
1200928,4.6,4.8,4.8,3.8,4.8,4.6
10341147,3.7,3.8,3.8,3.7,2.8,3.7
10275368,3.8,4.3,3.8,3.7,3.7,3.7
10964166,3.8,4.8,3.8,3.8,3.3,3.8
10371166,3.7,4.8,3.8,2.7,3.8,3.8
10426337,2.7,4.8,3.6,3.6,3.6,3.6
10948006,4.8,4.8,4.8,4.3,4.3,3.7
10512829,3.8,4.3,3.8,3.1,4.3,2.7
11026582,4.8,4.8,4.8,4.8,4.8,4.8
10922496,4.7,4.8,4.6,4.8,4.6,4.6
10230058,4.6,4.8,4.8,4.8,4.7,4.8
11001816,4.4,4.6,4.4,4.1,4.6,3.5
100185165,4.8,4.8,4.8,4.7,4.8,4.8
10940756,1.9,2.3,1.8,2.6,1.8,1.6
10044230,3.8,3.8,3.6,4.1,4.1,3.6
10234576,4.3,4.3,3.6,3.8,3.8,2.7
10743791,3.8,4.8,3.8,3.8,3.8,3.3
10809314,3.8,4.8,3.8,3.3,3.6,3.6
10750129,2.8,2.8,2.8,2.7,3.8,2.8
10840742,2.8,2.8,2.8,2.3,2.7,1.8
10779670,1.8,1.8,1.8,1.8,1.8,1.8
10719954,3.8,4.8,4.6,3.1,3.7,3.6
1205024,3.6,4.8,3.8,3.8,4.6,3.8
11011971,3.8,4.8,3.8,4.8,3.6,4.3
11004916,3.8,4.8,3.8,2.8,3.8,3.8
1204284,4.3,4.8,3.8,3.8,3.8,3.8
11033113,4.6,4.6,3.6,3.6,3.6,3.6
10612686,3.5,4.4,4.4,3.4,3.4,4.5
10788454,4.8,4.8,4.8,4.8,4.8,4.8
10933825,3.6,4.8,3.8,3.8,4.6,3.6
10583764,2.6,4.8,4.6,3.6,3.7,2.8
10849723,3.7,4.8,4.8,4.3,3.8,3.3
10581834,3.3,3.8,3.8,2.7,3.3,2.7
10969707,3.8,3.8,4.6,3.8,3.7,3.6
10722357,4.2,4.8,4.6,4.1,4.6,3.8
10121041,4.8,4.8,4.8,4.8,4.8,4.8
10580176,4.8,4.8,4.6,4.3,4.8,4.6
1200702,4.2,4.8,4.8,4.3,4.8,4.8
10663971,3.8,4.8,3.8,3.7,4.8,3.8
10964169,3.8,4.8,3.8,3.8,4.8,4.3
10075852,3.8,4.8,3.8,3.7,4.2,3.8
10375218,3.6,4.5,4.6,4.5,3.6,3.4
1043467,4.3,4.8,4.6,3.6,3.6,4.6
10040932,4.7,4.8,4.8,4.7,4.8,4.1
10734184,3.8,4.3,3.8,3.8,2.8,2.7
10388246,4.1,4.8,4.6,4.1,3.8,4.2
10924311,3.7,4.8,3.8,3.8,4.7,3.8
10977952,3.8,4.8,3.6,3.6,3.8,3.8
10284987,4.8,4.8,4.8,4.8,4.8,4.8
10492985,3.7,4.8,4.8,3.8,4.2,4.3
10849718,3.6,4.3,2.6,3.6,2.8,2.6
10913927,4.7,4.3,3.8,4.8,4.8,4.6
1204723,4.8,3.8,4.8,4.8,4.7,4.6
10776365,4.7,4.8,4.8,4.6,4.6,4.8
10837786,1.8,2.8,1.8,1.8,1.8,1.8
10985526,3.5,3.8,3.6,3.5,2.7,3
10761847,3.8,4.8,3.8,3.3,3.3,3.3
10779214,3.8,3.7,3.8,3.8,3.1,3.3
10998681,3.8,4.3,3.8,3.8,3.8,3.3
10880051,2.6,3.7,2.6,3.3,2.6,2.6
10739484,4.6,4.8,4.8,4.8,4.8,4.6
10874816,3.8,4.8,3.8,4.8,4.3,2.8
10823001,3.8,4.8,3.8,3.8,3.8,2.8
10019649,2.7,3.8,1.6,2.6,1.8,1.6
10889847,4.8,4.8,3.8,4.7,4.8,3.6
10371983,3.8,4.3,3.8,3.8,3.3,3.8
10928259,4.8,4.8,4.8,4.7,4.8,4.7
10447665,4.8,4.8,4.8,4.8,4.8,4.3
10806829,4.7,4.8,4.8,4.8,4.8,4.6
10969722,4.8,4.8,4.8,4.8,4.8,3.7
11020303,4.6,4.6,4.6,4.6,4.6,4.6
10298739,4.8,4.8,3.8,3.8,3.8,3.8
10168139,3.7,3.8,3.6,3.8,3.7,3.7
10769373,4.8,4.8,4.8,4.8,4.8,4.3
10742957,4.3,4.8,3.8,4.8,4.3,3.8
10265255,3.6,4.3,3.8,3.6,4.3,3.7
11020311,2.8,3.8,3.6,2.8,3.8,3.8
10535981,4.2,4.8,3.8,3.8,3.7,4.3
10374389,4.8,4.8,4.8,4.3,4.3,4.8
1204220,4.7,4.8,4.8,4.8,4.8,4.8
10147495,4.8,4.8,4.8,4.8,4.8,4.8
10961032,3.8,4.8,3.8,3.8,3.8,3.8
10555842,4.1,4.8,3.6,4.2,4.1,3.8
10692644,4.2,4.8,3.8,4.8,4.1,4.3
10822488,4.7,4.8,4.6,3.8,4.6,3.6
1204120,3.8,4.8,2.8,3.3,3.3,3.3
10776368,3.8,4.3,2.8,3.7,3.8,3.3
10409289,3.8,4.8,3.8,3.1,3.7,3.8
10645139,4.8,4.8,4.8,4.8,4.8,3.8
10782977,4.7,4.8,3.8,3.8,3.7,3.8
10582235,3.7,4.3,3.8,3.8,3.8,3.7
11020314,4.7,4.7,4.6,4.8,4.8,4.6
10765308,4.3,4.8,3.8,4.8,4.8,4.3
10921701,3.8,4.8,3.8,3.8,3.8,4.3
10522275,3.8,3.8,3.8,3.7,3.7,3.8
10737104,4.7,4.8,4.6,4.7,4.6,4.6
10720045,4.8,4.8,4.8,4.3,4.8,4.8
10177151,4.3,4.8,4.8,4.8,4.8,4.8
10886037,4.7,4.8,4.8,4.8,4.8,4.8
1200569,4.8,4.8,4.8,4.6,4.8,4.7
10177788,4.8,4.8,3.8,4.8,4.3,4.7
10835220,4.7,4.8,4.8,3.8,4.8,3.8
10975046,3.6,4.6,3.6,3.7,3.8,3.1
1290363,3.8,4.3,4.8,3.8,4.8,4.3
10928252,4.3,4.8,4.8,3.8,4.8,3.6
10684871,3.8,4.8,3.8,3.8,4.8,3.8
10886721,4.3,4.8,3.8,3.8,4.6,3.6
10398052,4.8,4.8,3.8,3.7,4.6,3.6
10855914,3.6,4.8,3.8,3.8,3.8,3.8
10793038,3.8,4.8,3.8,4.3,4.3,3.8
10877036,3.6,4.8,3.8,3.8,3.8,3.8
10412118,3.8,3.8,3.8,4.6,4.7,4.1
10923239,3.3,4.8,3.8,3.3,3.8,2.8
10416340,3.8,3.8,3.8,3.2,3.8,3.7
10484770,4.7,4.8,4.6,4.1,4.7,4.1
10052849,3.8,4.8,3.6,4.2,4.7,3.6
10709691,4.8,4.8,4.8,4.1,4.7,4.8
10909644,3.2,4.3,2.8,1.8,3.3,1.6
10730988,3.5,4.1,3.6,3.6,4.6,3.6
10800522,3.6,4.7,3.6,3.7,3.7,3.1
10224763,4.7,4.8,4.8,3.7,4.7,4.6
10410467,3.8,3.8,3.8,3.3,3.3,2.8
10810362,4.8,4.8,3.8,3.8,4.3,3.8
11030227,4.7,4.8,4.8,4.2,4.1,4.6
10686050,4.8,4.8,4.8,4.8,4.8,4.8
10894778,3.3,4.8,2.8,4.2,2.8,4.1
10979233,3.8,4.3,3.8,4.8,4.8,3.8
10412964,2.8,3.8,2.6,3.6,3.6,2.6
10947399,3.7,4.8,3.6,3.7,3.8,4.7
10895101,4.8,4.3,3.8,3.7,4.7,4.2
11030467,3.8,4.8,2.8,3.8,4.3,2.8
10680608,2.5,3.8,2.6,2.8,3.8,2.6
10227026,4.8,4.8,4.8,4.8,4.8,4.8
10548809,4.8,4.8,4.8,4.8,4.8,4.7
10952441,3.3,4.3,2.8,3.8,3.8,3.8
10979229,4.6,4.8,3.6,3.7,4.7,4.8
10813228,3.1,4.8,3.6,3.8,3.7,3.6
10733448,3.8,4.3,4.8,3.6,3.7,4.8
1204130,2.8,3.8,2.8,2.7,3.7,2.6
11032642,3.6,4.3,3.8,3.8,3.8,3.7
10584053,4.6,4.8,2.8,3.8,4.3,3.2
10045552,3.6,4.3,3.8,4.7,4.1,2.8
10990412,3.8,4.8,3.8,4.3,4.8,3.8
10717743,3.8,3.8,3.8,3.7,3.8,3.8
10284385,2.8,3.8,1.8,2.3,2.8,1.8
10386260,4.6,4.8,4.8,4.7,3.7,4.6
10844588,3.6,4.3,3.6,3.8,3.7,3.6
10618084,4.8,3.8,3.8,3.8,4.3,3.7
11001764,4.8,3.8,3.8,3.8,3.8,4.3
10396469,3.8,3.8,2.8,3.8,3.8,3.8
10917728,2.8,3.8,2.8,3.3,2.8,2.1
10677075,4.8,4.8,3.8,3.8,4.8,4.3
10790948,4.8,4.8,4.6,4.3,4.8,4.8
10956616,4.6,4.2,3.6,4.1,4.5,4.1
11008805,3.8,3.8,3.6,3.6,3.8,3.6
10696760,4.7,4.8,3.6,4.3,4.7,4.1
10371162,4.1,4.8,3.8,4.3,4.2,4.2
1204480,4.1,3.8,3.8,3.8,3.8,3.6
11017947,4.7,4.8,4.8,4.3,3.8,4.3
1201884,3.8,3.8,3.8,3.8,3.8,4.3
10279224,3.8,4.3,3.8,4.3,4.1,3.8
10999312,4.1,4.3,3.8,3.7,4.3,3.8
11035416,3.1,4.3,3.6,3.8,3.8,3.6
10985527,3.1,3.3,2.8,3.3,3.8,3.7
10913904,2.8,2.8,2.8,2.6,2.8,3.3
10615482,2.8,3.8,3.8,3.8,3.8,3.8
1290282,2.8,4.8,3.8,3.8,3.8,3.8
10948003,3.8,4.3,4.8,3.8,3.8,3.8
10894793,3.8,4.7,3.8,4.1,3.5,2.4
10990392,2.7,2.7,2.8,2.7,2.8,2.6
10720689,3.6,4.8,3.8,4.6,4.8,4.2
10109192,3.8,3.8,3.8,2.8,3.8,3.3
10013671,2.8,2.8,2.8,2.6,2.8,2.7
10664836,2.8,3.3,2.8,2.8,2.8,2.8
1206877,2.8,2.8,2.8,2.8,2.8,2.8
10960555,3.8,4.3,4.8,4.2,3.6,3.8
1204296,2.8,3.3,2.6,2.6,2.7,2.6
11020007,4.8,4.8,4.8,4.6,4.7,3.8
10910313,4.6,4.8,4.8,4.7,4.8,4.6
10558462,3.8,3.3,3.8,3.3,3.8,4.2
10796675,3.8,4.8,3.8,3.7,3.8,3.6
10850973,3.8,4.8,4.8,4.3,4.8,4.8
10933823,4.8,4.8,4.6,4.6,4.3,4.6
1201298,3.6,4.3,3.8,3.7,3.8,3.8
10968899,2.7,3.8,2.8,2.6,3.3,2.8
10443864,3.1,3.8,2.8,3.3,3.8,2.8
10840736,4.3,4.8,4.8,4.3,4.3,4.8
1202943,3.6,3.6,3.6,3.6,3.8,3.6
10442543,4.8,4.8,4.8,4.8,4.8,3.8
10924862,3.8,4.3,4.6,3.8,3.8,4.3
10800320,3.8,3.8,3.8,3.8,3.8,3.8
10779227,3.6,3.8,3.6,3.8,3.8,3.6
10282225,2.6,3.8,3.6,3.6,2.8,3.6
10810367,4.8,4.8,3.8,4.3,3.7,3.7
10684145,2.7,3.8,3.8,3.8,3.8,3.8
10391414,3.3,3.8,2.8,2.8,2.8,2.8
11021901,3.6,3.8,4.6,3.8,3.8,3.7
1210016,3.3,3.8,2.8,3.8,3.8,3.3
10871736,4.3,4.3,3.8,3.8,3.8,3.8
10998649,4.8,4.3,4.8,3.8,4.3,3.8
10981638,3.8,4.3,3.8,3.8,3.8,3.6
10979232,3.8,3.8,3.8,2.8,3.8,3.8
10587473,4.3,4.8,4.8,3.8,4.3,4.3
10601966,4.3,4.8,3.6,4.2,4.3,4.1
163962,3.8,4.8,3.8,3.8,4.3,3.8
10593062,3.8,4.8,3.8,3.8,3.8,3.8
1201026,3.6,4.8,4.6,3.7,4.3,3.6
10702819,3.8,4.3,3.8,3.8,4.3,3.8
1204050,4.8,4.8,3.8,4.3,4.8,3.8
10933822,4.7,4.8,4.8,3.8,4.8,4.3
10615476,3.8,4.8,3.8,3.8,3.7,3.8
1201174,4.8,4.8,4.8,4.8,4.3,4.8
1204093,4.1,3.6,3.6,3.8,4.1,3.6
10951376,4.3,3.8,4.6,4.2,4.8,4.6
10913906,4.3,4.3,4.8,3.8,3.8,3.2
10461078,4.3,4.8,4.8,4.2,4.8,3.8
10837454,3.8,4.3,3.8,3.8,4.3,3.3
10492373,2.8,3.8,2.6,2.8,3.2,2.5
10866643,3.8,4.8,4.6,4.2,4.8,4.1
10937397,3.5,3.7,3.6,3.4,3.6,3.1
10841729,3.6,4.8,3.6,3.3,4.3,3.6
10020837,3.8,4.8,3.6,3.6,3.6,3.4
10488526,3.8,3.8,3.8,3.8,3.8,3.8
10449889,3.7,3.8,3.8,3.6,3.7,3.8
10707078,2.8,3.3,2.8,2.8,3.3,2.8
10813244,3.8,3.8,3.6,3.5,3.8,3.3
1203107,3.8,3.8,3.8,3.8,4.8,3.8
1201109,3.1,3.3,2.8,2.7,3.3,2.6
10664830,3.8,3.8,4.6,3.6,3.6,3.6
10540044,3.8,3.8,2.8,2.8,3.8,3.3
10401710,4.8,4.8,4.8,4.8,3.8,4.7
10910329,3.3,3.8,3.8,3.8,4.3,3.8
1204722,3.8,4.8,4.8,3.8,3.8,3.8
140523,3.3,3.3,2.8,3.3,3.3,2.8
10784628,4.2,4.3,3.8,3.6,3.7,4.3
1202605,2.7,3.3,3.8,3.7,3.3,3.3
10956587,3.7,4.3,3.8,3.7,3.8,3.7
11013558,3.6,3.8,3.8,3.7,3.6,3.6
10449577,4.6,4.3,3.6,3.6,3.6,3.1
10644886,4.1,4.8,3.8,3.6,3.8,3.6
11030379,4.8,4.8,4.8,4.3,4.8,4.7
10500051,3.8,4.8,3.8,3.8,3.8,3.7
10866890,4.1,4.8,3.6,3.6,3.5,3.6
10979231,3.6,4.8,3.8,3.8,3.8,4.3
10813245,3.6,4.8,4.6,3.7,4.7,4.6
10210369,3.6,3.8,3.6,3.6,3.7,3.7
10449905,3.8,3.8,4.8,3.8,4.8,4.3
10840755,3.8,3.8,3.8,3.7,3.8,3.7
10809319,3.7,3.8,2.8,3.2,3.7,3.3
10937983,3.8,4.7,4.6,3.6,4.3,4.6
11011963,4.3,4.8,4.8,4.2,4.6,4.6
10052246,3.6,3.8,3.8,3.6,3.8,3.6
10584462,3.8,3.8,2.8,3.2,2.8,2.8
11017599,3.8,3.8,3.8,3.7,3.8,3.3
10761544,3.8,4.8,3.8,3.8,3.8,3.7
10563065,4.3,4.8,4.8,4.3,4.8,4.3
10809347,2.8,3.8,3.8,3.1,2.6,3.8
10683831,3.7,3.8,3.6,3.8,4.7,4.6
10769586,4.6,4.8,4.6,4.6,4.6,4.6
10645137,3.2,4.8,3.6,3.8,3.6,3.6
10683824,4.7,4.8,4.6,4.2,3.6,4.1
10765620,4.7,4.8,4.8,4.2,4.8,4.8
10816820,4.3,4.8,3.8,4.3,3.8,3.8
10736803,4.3,4.8,3.8,3.7,3.8,3.8
10707201,3.6,4.3,3.6,3.8,3.6,3.6
11030183,4.7,4.8,3.6,4.8,4.6,3.7
10830494,4.3,4.8,4.6,3.8,4.2,4.7
10843339,4.8,4.8,3.6,4.8,4.8,3.7
10732996,4,4.8,3.6,4.8,4.8,3.7
10875139,4.8,4.8,2.8,3.7,3.8,2.6
10837069,4.6,4.8,4.6,4.3,4.6,4.6
10771463,3.3,4.3,3.8,3.8,3.3,3.3
10016092,3.6,4.3,2.6,3.8,3.7,2.7
10982367,4.8,4.3,4.8,4.8,4.3,4.8
10197186,4.7,4.8,4.8,4.8,4.8,4.8
10281702,3.8,3.8,3.8,3.8,3.8,3.8
10813225,4.8,4.8,4.8,4.6,4.6,3.6
10739473,4.6,4.6,3.6,4.1,3.9,3.6
10968935,4.7,4.8,4.8,4.6,3.6,4.8
10571389,4.8,4.8,4.6,4.7,4.8,4.2
10994883,4.6,4.8,3.6,3.6,4.6,3.6
1202459,3.7,4.8,3.6,3.7,3.8,3.8
10207919,4.8,4.8,4.8,4.6,4.6,4.5
10985831,4.8,4.8,4.8,4.8,4.3,4.8
10090436,3.5,4.8,2.8,3.3,2.6,2.8
10674129,3.8,4.8,3.8,3.8,4.3,3.8
1201709,3.8,4.8,2.8,3.8,3.3,2.8
10788060,4.2,4.7,3.6,4.6,4.6,4.6
10844870,4.3,4.8,3.8,4.8,3.6,3.8
10941430,2.8,4.8,2.8,4.3,3.8,2.8
10576760,4.3,4.8,4.8,4.3,4.8,3.8
10769263,4.6,4.8,4.8,4.8,3.2,3.7
10933843,3.3,4.8,2.8,3.8,2.8,3.8
10878925,2.6,3.6,2.6,3.6,3.2,3.1
10843879,4.1,4.8,3.6,3.8,3.8,3.5
10647941,3.8,3.8,3.6,3.8,3.3,3.8
10961033,4.8,4.8,4.8,4.8,3.8,4.8
10309582,4.6,4.8,4.6,4.8,4.2,4.7
10499176,4.6,4.8,4.8,4.6,3.6,4.8
10102160,3.6,4.8,4.6,3.7,4.7,4
10837453,4.7,4.8,4.8,3.7,4.6,4.8
10607766,3.8,3.8,4.8,3.7,3.8,4.3
10264355,4.8,4.8,4.8,4.8,4.8,4.8
10673178,3.8,4.8,2.6,3.3,3.3,2.7
10764391,4.8,4.8,4.8,4.8,3.8,3.8
10416982,4.8,4.8,4.8,4.8,4.8,3.8
10827773,3.8,4.8,4.8,3.8,4.8,4.8
10814031,4.6,4.8,3.8,4.3,4.3,3.8
10990415,3.6,4.8,4.4,3.7,4.8,3.6
10167413,3.8,4.8,3.8,4.3,4.8,3.8
10707207,4.8,4.8,4.6,4.8,4.8,4.8
10813724,3.6,4.8,4.6,3.7,4.6,3.6
10179763,4.8,4.8,4.8,4.8,4.8,4.8
10720517,2.6,3.8,3.8,3.7,3.7,3.6
11033037,4.3,4.8,3.8,3.8,4.8,3.8
10917749,3.8,4.8,3.8,3.8,4.8,3.8
10994890,3.3,4.8,3.6,2.8,4.3,2.8
10820618,3.8,4.8,4.4,3.6,3.6,3
10937973,4.8,4.8,4.6,3.7,4.1,4.7
10729827,4.3,4.8,3.8,3.8,4.8,4.8
10353294,4.8,4.8,4.8,4.8,4.8,4.8
11035407,3.6,4.8,4.8,3.8,3.8,3.7
1210003,3.2,4.8,3.8,3.8,4.8,3.7
10976521,3.8,4.8,4.8,3.6,4.8,3.8
10899064,2.8,4.8,3.8,3.8,3.8,2.7
10708680,4.7,4.3,4.8,3.8,3.8,3.6
11033465,3.3,3.8,3.6,3.7,3.6,3.6
10730802,3.8,4.8,3.8,3.8,3.8,3.8
1201886,3.3,3.8,3.8,3.2,3.8,3.8
10809301,3.8,3.8,3.8,3.7,3.8,3.7
10666862,4.6,4.8,4.8,4.8,4.8,4.5
10809292,3.8,4.7,4.6,4.6,3.7,4.6
10695283,4.1,4.6,3.6,3.6,4.1,4.1
10782972,4.6,4.7,4.4,3.6,4.6,3.4
10609214,4.8,4.8,3.8,2.7,3.8,4.8
10866414,4.8,4.8,4.6,3.7,4.7,3.6
1203775,3.8,4.8,3.8,3.8,3.8,3.8
11011349,4.8,4.8,4.8,3.8,4.8,3.8
10925127,4.8,4.6,4.6,4.3,3.7,4.6
10977035,4.8,4.8,4.8,4.3,4.8,4.8
1201419,4.3,4.8,4.8,4.8,4.8,4.6
1204056,3.8,4.8,3.8,3.7,4.8,3.8
10048889,3.8,3.8,3.8,3.8,3.8,2.8
11004893,4.8,4.8,4.8,4.3,4.6,4.8
10722596,4.8,4.8,3.8,3.8,3.7,3.8
10990409,4.5,4.8,4.6,4.8,4.8,4.5
10739479,2.8,3.8,3.8,3.8,2.8,2.8
10455625,4.6,4.8,4.6,4.6,4.7,4.6
10729843,4.6,4.8,4.4,4.6,4.6,4.6
10975040,4.7,4.8,4.6,4.8,4.8,4.3
1201755,3.1,3.8,3.6,3.6,3.6,2.6
10806857,3.8,4.8,4.8,4.3,4.8,3.8
10764380,4.8,4.8,4.8,4.8,4.8,3.8
10776363,4.8,4.8,4.6,3.7,4.3,4.7
10185601,4.6,4.8,4.8,4.4,4.6,4.6
10645120,4.3,4.8,4.8,4.3,3.8,3.8
10910325,3.8,4.8,3.8,3.8,4.3,4.3
10672739,4.8,4.8,4.8,4.6,4.2,3.8
10762051,3.8,4.8,3.6,3.8,3.8,3.8
10921778,3.7,4.8,3.8,3.2,3.8,3.7
10985819,4.6,4.8,4.8,4.8,4.3,4.8
10278637,3.8,3.8,3.8,3.8,4.8,3.8
10201019,4.8,4.8,4.8,3.8,4.3,3.8
10684146,3.3,3.8,2.8,3.8,3.8,3.8
10405435,4.8,4.8,4.8,4.2,4.8,4.8
10438764,4.3,3.8,3.8,3.8,3.6,4.3
10759417,3.8,3.8,2.8,3.1,3.8,2.7
10730250,4.1,4.8,3.6,3.9,4.3,3.5
10772623,4.8,4.8,4.8,4.8,4.8,4.7
10765270,4.3,4.3,4.8,4.8,4.3,4.8
11027724,3.6,4.6,3.6,3.6,3.6,3.1
10562882,3.8,4.8,3.8,2.7,4.3,3.7
11033191,3.6,3.8,3.6,3.8,3.7,3.8
10964866,4.8,4.8,3.8,4.3,4.8,3.8
10990414,4.8,4.8,3.8,4.3,4.6,3.7
10716794,3.8,4.8,4.8,4.3,3.8,3.8
10568461,4.3,4.8,4.8,4.8,4.8,4.8
10796513,3.3,3.8,3.8,3.8,3.8,3.7
11021944,4.2,4.2,4.2,3.2,4.2,4.2
11835232,4.7,4.8,4.8,4.3,4.8,4.8
10171714,3.5,4.3,3.4,3.5,3.6,2.4
10990154,2.5,4.8,3.6,3.8,3.7,2.4
10810392,4.6,4.8,4.6,4.5,4.6,4.6
10816817,4.3,4.8,4.8,3.8,4.6,3.6
10980908,4.4,4.8,4.6,3.8,4.8,4.7
10840737,2.8,3.3,2.8,2.8,3.3,2.8
11011968,3.8,2.8,2.6,2.7,2.8,2.6
10596173,4.6,4.8,4.8,4.6,4.6,4.2
1206559,3.8,4.8,4.8,4.8,3.8,3.8
10816834,4.8,4.8,3.8,4.3,4.8,1.8
10956615,4.3,4.8,4.6,4.7,3.6,3.6
10835216,3.3,3.8,3.8,2.8,3.8,4.3
10612753,3.2,3.8,2.8,3.2,2.6,3.3
10816815,3.8,4.8,4.8,4.3,3.6,3.7
10847658,2.8,3.3,3.8,3.1,2.8,3.2
10146951,4.2,4.8,3.8,3.8,4.3,3.8
10880044,3.8,4.8,4.8,4.1,4.6,3.6
10879648,4.1,4.2,3.6,3.7,3.6,2.6
10933826,3.3,4.8,4.8,3.8,3.8,3.8
10761420,3.5,4.6,4.6,3.7,4.3,4.1
1210159,4.7,4.8,3.8,4.6,4.8,4.6
10460064,4.3,4.8,4.8,4.3,4.8,4.8
10892082,3.3,3.8,3.8,2.8,2.8,2.7
10979228,3.8,4.8,4.8,4.8,4.8,4.8
10888542,4.2,3.8,4.8,3.8,3.8,3.8
10928256,3.8,4.8,4.8,3.8,4.8,4.8
10382143,3.5,3.8,3.6,3.6,4.1,4.4
1201947,2.8,3.8,2.8,2.8,3.8,2.7
10816828,4.6,4.8,3.8,4.8,4.7,4.2
10806844,3.7,3.8,3.8,3.8,3.6,3.7
10969720,3.7,3.8,3.6,3.8,3.7,3.6
10177123,4.8,4.8,4.8,4.3,4.8,4.7
10608746,4.8,4.8,4.6,4.1,4.6,4.7
10937966,3.6,4.8,3.6,3.7,4.7,3.6
10964874,3.4,3.5,3.4,3.4,3.4,3.4
11020010,2.8,2.8,2.8,2.8,2.7,2.8
10583739,3.3,3.8,2.8,3.8,3.8,2.8
10518420,4.8,4.3,3.8,3.8,4.8,3.8
10019754,2.7,4.8,4.6,3.1,4,3.4
10855661,3.7,3.7,4.8,3.7,4.8,3.7
10820343,3.6,4.3,3.8,3.8,3.8,2.7
10979240,3.8,3.8,3.6,3.8,3.8,3.2
1206048,4.3,4.3,3.8,3.7,3.8,3.8
10182474,3.6,4.3,2.6,3.7,3.6,3.1
10847289,2.8,3.8,2.8,3.3,3.3,2.8
10819537,3.6,4.3,3.6,3.7,3.6,3.6
10230051,4.7,4.8,4.8,3.8,4.6,3.8
10816169,3.6,3.8,2.8,3.8,3.8,3.8
10208442,2.6,3.1,3.8,3.6,3.7,3.8
10837458,3.6,3.8,3.8,3.8,2.6,2.8
10813191,3.8,4.8,3.8,3.7,3.6,2.8
10694027,2.8,2.8,2.8,3.1,1.8,2.6
10165714,3.8,4.8,3.8,3.8,3.6,3.3
10802377,3.8,3.8,3.8,3.8,3.7,2.8
10844881,3.8,4.8,4.8,4.7,3.8,3.6
11021890,3.8,4.8,4.8,4.8,4.8,3.7
10823006,3.8,4.3,3.8,3.8,3.8,3.8
11052452,2.6,4.8,3.6,3.8,3.8,3.7
10709803,2.6,4.7,2.8,3.8,2.6,1.6
10653882,3.7,4.8,3.6,3.6,4.1,3.6
10981644,3.8,4.8,4.8,4.7,4.3,3.8
1202919,3.7,4.8,3.8,3.8,3.6,3.6
10600601,4.8,4.8,4.6,4.7,4.8,4.1
10607788,4.3,4.8,3.8,3.3,3.8,2.8
10806874,4.7,4.8,4.8,4.8,4.7,4.8
10806929,3.8,3.8,3.8,3.8,3.8,3.8
10243042,3.6,3.8,3.6,3.7,3.6,3.2
10638488,4.6,4.8,4.6,3.8,4.7,4.7
10969711,4.8,4.8,4.8,3.8,4.8,4.8
10874809,3.6,4.8,3.6,3.7,3.7,3.6
10222432,4.8,4.8,3.8,3.6,3.6,4.6
10371149,4.8,4.8,4.8,4.2,4.8,4.6
10151224,3.6,3.8,3.8,3.8,3.8,3.6
10232359,3.5,3.3,3.8,3.1,3.3,3.3
